,0
1020,0.2943244
1021,0.22785486
1022,0.30851498
1023,0.20399116
1024,0.314559
1025,0.06287136
1026,0.2531969
1027,0.21976271
1028,0.2189551
1029,0.053582545
1030,0.04655894
1031,0.23729128
1032,0.12390079
1033,0.20991126
1034,0.08186183
1035,0.13952987
1036,0.16004561
1037,0.4257529
1038,0.20662895
1039,0.20662895
1040,0.07556277
1041,0.20279807
1042,0.2359951
1043,0.10681188
1044,0.111844264
1045,0.12358713
1046,0.6195651
1047,0.11679118
1048,0.20993657
1049,0.23016404
1050,0.34266466
1051,0.094846636
1052,0.094846636
1053,0.32838795
1054,0.32838795
1055,0.2004579
1056,0.073621094
1057,0.2704558
1058,0.20573765
1059,0.20573765
1060,0.20822655
1061,0.1834574
1062,0.30091465
1063,0.21466155
1064,0.21466155
1065,0.40860128
1066,0.31234682
1067,0.3745871
1068,0.34086382
1069,0.34086382
1070,0.3041499
1071,0.3170607
1072,0.20624225
1073,0.22551484
1074,0.22405049
1075,0.22405049
1076,0.3183905
1077,0.33139166
1078,0.33139166
1079,0.3183905
1080,0.27565548
1081,0.31680334
1082,0.34530574
1083,0.24451992
1084,0.07153227
1085,0.1728741
1086,0.1869179
1087,0.26304623
1088,0.28874978
1089,0.28872544
1090,0.30385432
1091,0.23362905
1092,0.1302019
1093,0.17827208
1094,0.23246346
1095,0.16233559
1096,0.25190252
1097,0.17828059
1098,0.20326775
1099,0.17056535
1100,0.09818876
1101,0.09631051
1102,0.19773167
1103,0.25774315
1104,0.19773167
1105,0.1794024
1106,0.11341364
1107,0.1961282
1108,0.23520523
1109,0.23520523
1110,0.12794091
1111,0.27754164
1112,0.2753582
1113,0.29875156
1114,0.30640927
1115,0.060588397
1116,0.23849566
1117,0.2129486
1118,0.21739894
1119,0.3904112
1120,0.3904112
1121,0.3904112
1122,0.19775367
1123,0.19756974
1124,0.19187525
1125,0.21085073
1126,0.19851442
1127,0.1920216
1128,0.30997813
1129,0.40365058
1130,0.32433277
1131,0.29722548
1132,0.05443633
1133,0.28327537
1134,0.22805832
1135,0.30793104
1136,0.2986272
1137,0.30793104
1138,0.22805832
1139,0.32625788
1140,0.22805832
1141,0.21804664
1142,0.27526787
1143,0.2824301
1144,0.28998613
1145,0.35411173
1146,0.3544379
1147,0.3544379
1148,0.096455686
1149,0.3042786
1150,0.04472571
1151,0.17299822
1152,0.13884799
1153,0.21725972
1154,0.17038263
1155,0.17415991
1156,0.22688445
1157,0.098475054
1158,0.06257419
1159,0.22168075
1160,0.2018793
1161,0.33432242
1162,0.3399275
1163,0.30345836
1164,0.06385179
1165,0.065530576
1166,0.19601624
1167,0.13503592
1168,0.17688142
1169,0.0749931
1170,0.08235802
1171,0.08235802
1172,0.21795823
1173,0.33352244
1174,0.267301
1175,0.097299896
1176,0.058638047
1177,0.08485762
1178,0.2389645
1179,0.08485762
1180,0.083976634
1181,0.10806459
1182,0.045896392
1183,0.0440034
1184,0.19495535
1185,0.031955477
1186,0.04952423
1187,0.24369179
1188,0.30105475
1189,0.30105475
1190,0.35920513
1191,0.30760044
1192,0.054691404
1193,0.20149203
1194,0.22591615
1195,0.06412441
1196,0.27390203
1197,0.28499743
1198,0.19938095
1199,0.12566741
1200,0.15077066
1201,0.11542599
1202,0.08653805
1203,0.18873194
1204,0.22738652
1205,0.21983539
1206,0.3430264
1207,0.1350883
1208,0.0963212
1209,0.1734483
1210,0.28607142
1211,0.18625432
1212,0.16001579
1213,0.2941416
1214,0.259579
1215,0.259579
1216,0.24080072
1217,0.21315502
1218,0.21315502
1219,0.12864138
1220,0.12217089
1221,0.09013387
1222,0.20014606
1223,0.20014606
1224,0.20014606
1225,0.20014606
1226,0.30786523
1227,0.20014606
1228,0.21961749
1229,0.10351685
1230,0.22414671
1231,0.08426429
1232,0.19069602
1233,0.19956376
1234,0.115269855
1235,0.19956376
1236,0.13323744
1237,0.235028
1238,0.235028
1239,0.060181756
1240,0.08728943
1241,0.33260483
1242,0.05908328
1243,0.2316299
1244,0.085520454
1245,0.43354866
1246,0.10809314
1247,0.16755208
1248,0.31077516
1249,0.06702184
1250,0.10296793
1251,0.23927093
1252,0.24597031
1253,0.23179547
1254,0.26484743
1255,0.121623866
1256,0.04336896
1257,0.0618739
1258,0.2393772
1259,0.19826575
1260,0.32331523
1261,0.10267535
1262,0.11364449
1263,0.3217729
1264,0.12506667
1265,0.27971715
1266,0.32286787
1267,0.19138466
1268,0.16823302
1269,0.18057854
1270,0.2613576
1271,0.2613576
1272,0.38942263
1273,0.2850518
1274,0.21063885
1275,0.13653077
1276,0.07380528
1277,0.13653077
1278,0.20816661
1279,0.20816661
1280,0.26943853
1281,0.19553444
1282,0.07275003
1283,0.26366097
1284,0.32982013
1285,0.22120865
1286,0.26265422
1287,0.21696897
1288,0.12790224
1289,0.0916239
1290,0.3078231
1291,0.09793398
1292,0.18435848
1293,0.15908559
1294,0.23189051
1295,0.48691604
1296,0.30683511
1297,0.16522625
1298,0.26856628
1299,0.3223517
1300,0.12939526
1301,0.22031353
1302,0.22031353
1303,0.28888264
1304,0.38558173
1305,0.17144442
1306,0.158384
1307,0.17144442
1308,0.158384
1309,0.17144442
1310,0.17144442
1311,0.24074584
1312,0.18205774
1313,0.20216434
1314,0.22646716
1315,0.1829943
1316,0.29667926
1317,0.22136034
1318,0.36202928
1319,0.2260169
1320,0.29840767
1321,0.3205754
1322,0.2617955
1323,0.2617955
1324,0.21614476
1325,0.13630821
1326,0.13630821
1327,0.13630821
1328,0.28692904
1329,0.18208618
1330,0.4673593
1331,0.23583968
1332,0.26659986
1333,0.26659986
1334,0.12541185
1335,0.07812089
1336,0.18016438
1337,0.27983057
1338,0.07350358
1339,0.14817798
1340,0.14817798
1341,0.06610211
1342,0.21183458
1343,0.21074791
1344,0.21074791
1345,0.059388448
1346,0.16715315
1347,0.2114446
1348,0.16715315
1349,0.18873575
1350,0.21549277
1351,0.11752663
1352,0.2460176
1353,0.2460176
1354,0.1011079
1355,0.1011079
1356,0.12094263
1357,0.17128365
1358,0.18315573
1359,0.21887144
1360,0.18471146
1361,0.19359857
1362,0.17735395
1363,0.18612897
1364,0.18612897
1365,0.19359857
1366,0.1699833
1367,0.17498754
1368,0.08764878
1369,0.34290433
1370,0.24633501
1371,0.30845478
1372,0.07911277
1373,0.10336455
1374,0.14977765
1375,0.18842775
1376,0.14977765
1377,0.073814794
1378,0.2195224
1379,0.2195224
1380,0.2829361
1381,0.21450047
1382,0.25617453
1383,0.17800336
1384,0.24357964
1385,0.21558814
1386,0.28010508
1387,0.28010508
1388,0.22873996
1389,0.2780512
1390,0.1825296
1391,0.12839673
1392,0.18044707
1393,0.119385935
1394,0.057117563
1395,0.21302164
1396,0.10661531
1397,0.22961986
1398,0.20524588
1399,0.16265865
1400,0.16265865
1401,0.23272489
1402,0.086596176
1403,0.054788183
1404,0.15901832
1405,0.24436179
1406,0.22389229
1407,0.22389229
1408,0.22389229
1409,0.24436179
1410,0.2466782
1411,0.09643421
1412,0.10880727
1413,0.2683107
1414,0.16004567
1415,0.13667822
1416,0.09508804
1417,0.10757018
1418,0.032205112
1419,0.26160342
1420,0.0508096
1421,0.16540422
1422,0.18348657
1423,0.2905037
1424,0.1746602
1425,0.19983798
1426,0.24219142
1427,0.26898414
1428,0.21425448
1429,0.32006973
1430,0.2547691
1431,0.18335038
1432,0.23354377
1433,0.19424058
1434,0.11319294
1435,0.21094
1436,0.29139003
1437,0.17341398
1438,0.1789997
1439,0.29139003
1440,0.10320444
1441,0.12828161
1442,0.2279239
1443,0.16170381
1444,0.2272303
1445,0.2272303
1446,0.30964768
1447,0.31298575
1448,0.13749301
1449,0.3026353
1450,0.3026353
1451,0.21937677
1452,0.08059074
1453,0.23231074
1454,0.23231074
1455,0.2273577
1456,0.23777395
1457,0.114771076
1458,0.32861573
1459,0.35416204
1460,0.32081994
1461,0.41230398
1462,0.2118328
1463,0.2118328
1464,0.2118328
1465,0.27775463
1466,0.05910711
1467,0.2545255
1468,0.24973632
1469,0.2625362
1470,0.2369059
1471,0.18565956
1472,0.19699548
1473,0.18838193
1474,0.15478998
1475,0.18838193
1476,0.15478998
1477,0.15478998
1478,0.23843579
1479,0.28556
1480,0.225955
1481,0.28874978
1482,0.26304623
1483,0.23002611
1484,0.061836377
1485,0.21557975
1486,0.25384054
1487,0.21336305
1488,0.23069564
1489,0.11466489
1490,0.26931447
1491,0.37928563
1492,0.31638315
1493,0.26791024
1494,0.254657
1495,0.30493432
1496,0.1878926
1497,0.108806625
1498,0.108806625
1499,0.28972325
1500,0.32502276
1501,0.12982513
1502,0.39239517
1503,0.2717057
1504,0.10137001
1505,0.22252308
1506,0.075043954
1507,0.3519502
1508,0.3519502
1509,0.3519502
1510,0.3519502
1511,0.079963244
1512,0.079963244
1513,0.30002832
1514,0.3638499
1515,0.3638499
1516,0.20585473
1517,0.3638499
1518,0.22813773
1519,0.30997813
1520,0.30997813
1521,0.30997813
1522,0.22813773
1523,0.30997813
1524,0.30997813
1525,0.32810703
1526,0.052570473
1527,0.052570473
1528,0.30997813
1529,0.30997813
1530,0.30997813
1531,0.074389026
1532,0.2835003
1533,0.26342982
1534,0.31825238
1535,0.113235
1536,0.31554073
1537,0.20911667
1538,0.2587684
1539,0.25372013
1540,0.13862751
1541,0.09039922
1542,0.3940425
1543,0.36682823
1544,0.07980395
1545,0.3168584
1546,0.112263106
1547,0.22518516
1548,0.21438663
1549,0.12088931
1550,0.059056897
1551,0.08282501
1552,0.1716675
1553,0.053362213
1554,0.054707665
1555,0.24743384
1556,0.11707692
1557,0.134655
1558,0.32484633
1559,0.1773581
1560,0.22688445
1561,0.32858685
1562,0.17652032
1563,0.05585528
1564,0.2707558
1565,0.2707558
1566,0.20615867
1567,0.29167718
1568,0.16981375
1569,0.28468877
1570,0.15514867
1571,0.40657613
1572,0.1928036
1573,0.19090682
1574,0.070499934
1575,0.2094836
1576,0.2094836
1577,0.2094836
1578,0.19502896
1579,0.19502896
1580,0.27379024
1581,0.3760416
1582,0.2896261
1583,0.13468657
1584,0.315643
1585,0.37693572
1586,0.095199466
1587,0.36856017
1588,0.15101555
1589,0.15706989
1590,0.38069156
1591,0.29912624
1592,0.25921765
1593,0.32446125
1594,0.27042434
1595,0.14385913
1596,0.04253341
1597,0.14385913
1598,0.15510403
1599,0.08987845
1600,0.28942755
1601,0.1561645
1602,0.08984741
1603,0.32682437
1604,0.2713631
1605,0.24201576
1606,0.26231942
1607,0.26231942
1608,0.12386024
1609,0.2691276
1610,0.25473058
1611,0.16496727
1612,0.27263507
1613,0.11150532
1614,0.07665114
1615,0.17378922
1616,0.06839386
1617,0.21059836
1618,0.16152266
1619,0.11175634
1620,0.15916404
1621,0.2678204
1622,0.21488732
1623,0.17558472
1624,0.17558472
1625,0.10639524
1626,0.17558472
1627,0.17558472
1628,0.10639524
1629,0.0514943
1630,0.103507824
1631,0.16935386
1632,0.16567245
1633,0.14423122
1634,0.05972426
1635,0.26583984
1636,0.30187207
1637,0.08783507
1638,0.28972766
1639,0.095139965
1640,0.1595455
1641,0.23927093
1642,0.23488519
1643,0.2798176
1644,0.25096923
1645,0.2340387
1646,0.21970464
1647,0.21970464
1648,0.23147537
1649,0.13223585
1650,0.22650492
1651,0.23936588
1652,0.0695316
1653,0.31251925
1654,0.3550431
1655,0.2684563
1656,0.10757936
1657,0.2684939
1658,0.24046247
1659,0.19138466
1660,0.4050662
1661,0.3393384
1662,0.25274342
1663,0.12173872
1664,0.12029694
1665,0.11300042
1666,0.11967854
1667,0.07586812
